topic_id,uuid,target_event,option_A,option_B,option_C,option_D,golden_answer,split,tsne_x,tsne_y
24,7f20123b-5755-49b1-a26c-6d835b3cfb70,The U.S. State Department confirmed at least two U.S. citizens were among the dead.,Kim and her friend entered the alley at 8 p.m. and became trapped as the crowd density increased.,Emergency workers and pedestrians performed CPR on victims in the streets on Saturday night.,A deadly crowd surge occurred in a narrow alley in Seoul's Itaewon district on Saturday night.,A temporary medical center was established in Itaewon for treating the injured.,C,train,-74.388824,-7.3643575
4,501f6dcb-5048-49ce-9b6e-59a5f3a7334e,Shinzo Abe reinterpreted Japan's constitution in 2014.,Shinzo Abe became the deputy chief cabinet secretary in the early 2000s.,Shinzo Abe returned to office in 2012 and later became the longest-serving prime minister.,None of the others are correct causes.,Shinzo Abe became the youngest prime minister in postwar Japan in 2006.,C,train,-81.2593,11.252514
30,9122802a-19ff-45a2-bd8e-3cb3facb5c83,"The Los Angeles Mayor agreed to increase the LAPD budget cut to $150 million, to be redistributed to non-profit agencies.","Police attacked protesters using stun hand grenades, tear gas, rubber bullets, vehicles, and direct projectile fire.","Widespread protests erupted across the nation, including at Lafayette Square in Washington, D.C.","The Secret Service rushed President Trump and his family to a bunker after unrest outside the White House on May 29, 2020.","Derek Chauvin keeps his knee on George Floyd's neck for over eight minutes, including after Floyd becomes unconscious, until EMTs intervene.","A,B",train,34.765614,-9.274234
16,53be5e81-368e-445f-8b41-df48f04e96b1,Nvidia set a new company revenue record.,Nvidia announced it is significantly increasing chip supply to meet surging demand.,"Jensen Huang, Chris Malachowsky, and Curtis Priem founded Nvidia in 1993.",None of the others are correct causes.,"Nvidia released its first-quarter earnings report, estimating $11 billion in second-quarter sales and reporting $1.09 earnings per share.",C,train,73.0215,0.99019146
25,87fa277a-941a-40d9-96b7-9be44c855f65,"On November 24, 2018, ""yellow vest"" protestors blocked the Champs Elysées in Paris, leading to confrontations.","227 people were injured in the protests, with six severely.",73 people were taken into police custody during the protests.,"The ""yellow vests"" movement caused roadblocks across France.",A protester was accidentally run over and killed by a car near Lyon during demonstrations.,C,train,-37.45876,4.850457
26,ab5fbf72-d998-4872-bce3-6601c518e24f,"The fires destroyed more than 1,400 homes.","Australia recorded its hottest day ever on Tuesday, with an average temperature of 40.9 degrees Celsius.",The fires killed at least 24 people.,"Australia recorded its hottest day ever on Tuesday, with an average temperature of 40.9 degrees Celsius.",Satellite pictures confirmed smoke from eastern New South Wales fires crossed the Tasman Sea to New Zealand.,"A,C",train,-52.58467,-77.63527
32,b709e642-370a-457c-aaa0-18bc6aa33799,"Taliban fighters spread across Kabul streets, riding motorbikes and driving seized police vehicles and Humvees.","On August 15, 2021, the Taliban seized the presidential palace in Kabul and declared the war over.",The U.S. and other countries began withdrawing their forces from Afghanistan on May 1.,"On August 15, 2021, Afghan President Ashraf Ghani fled the country.","The Trump administration brokered a cease-fire with the Taliban in early 2020, excluding the Afghan government.","A,B",train,-69.54515,68.968925
27,5ad7df81-5ef6-49ed-9e54-d7e24945e6f2,Jeremy Hunt reversed most mini-budget policies three weeks later.,Boris Johnson resigned on July 7.,Liz Truss fired Treasury chief Kwasi Kwarteng.,Queen Elizabeth II died on September 8.,Liz Truss became UK Prime Minister on September 5.,B,train,30.861862,0.83220273
22,5cf7e85c-213d-4b54-8961-c775d646db32,The Pentagon suspended operations against ISIS in Iraq and Syria.,US President Donald Trump ordered the assassination of Iranian General Qassem Soleimani.,"In 2015, the U.S. and five other nations signed a nuclear accord with Tehran.",US President Donald Trump ordered the assassination of Iranian General Qassem Soleimani.,The Iraqi parliament voted to expel US troops from Iraq.,"A,C",train,-12.306904,30.155355
7,43980425-c06a-4c3f-8305-d3aab2aa4c86,South Korea’s parliament voted to impeach President Yoon Suk Yeol.,Opposition legislators filed an impeachment motion against President Yoon on Wednesday.,Lawmakers at the National Assembly unanimously annulled martial law.,Opposition legislators filed an impeachment motion against President Yoon on Wednesday.,Tens of thousands of protesters gathered outside the National Assembly in Seoul.,"A,B,C",train,-45.33544,46.72906
29,01f777ed-cf46-4152-a864-52d2dfb3b351,Walmart and Amazon are investigating issuing their own stablecoins in the U.S.,"In 2024, the European Union adopted its Markets in Crypto-Assets (MiCA) regulation.",Visa and Mastercard stock dropped approximately 5% on June 18th.,"Fiserv announced plans to roll out a new blockchain-based digital asset platform anchored by a U.S. dollar-pegged stablecoin, FIUSD.","On June 17, 2025, the U.S. Senate passed the GENIUS Act.",D,train,90.06037,-15.661599
5,d118c75b-25e4-4286-bf36-8ee9684d8d9e,Elon Musk completed his $44 billion takeover of Twitter.,Elon Musk changed his profile to ‘Chief Twit’.,The Delaware Chancery Court ordered a Friday deadline for the Twitter acquisition deal to close in early October.,Twitter sued Elon Musk to force the acquisition.,Elon Musk entered Twitter headquarters.,"B,C",train,53.119038,50.510334
12,36d452ff-d379-4b70-97b7-49210cd3a329,Huawei’s smartphone sales suffered in international markets.,"Google, Intel, and other U.S. companies suspended business with Huawei.",Huawei stated HarmonyOS will debut first on the Honor Smart Screen and Huawei TVs.,"Richard Yu announced Harmony OS at a developer conference in Dongguan, China.","Google, Intel, and other U.S. companies suspended business with Huawei.","A,D",train,106.54856,3.8652527
3,db32f41b-532b-4191-b735-c60db7b88af2,The congressional certification of Joe Biden’s victory was halted.,Trump urged supporters to march to the Capitol.,Pipe bombs were reported at the Republican National Committee building and the Democratic National Committee headquarters.,A woman was shot inside the Capitol and died.,Five people died during the riots.,A,train,1.4893041,-8.208742
23,6717a264-096f-4fd1-9c1d-09acb972abbc,TEPCO began releasing the first batch of treated radioactive water into the Pacific Ocean.,South Korea banned seafood imports from the Fukushima area.,The Chinese government criticized Japan’s plan to release wastewater.,Prime Minister Fumio Kishida announced Japan would begin discharging treated radioactive water from the Fukushima Daiichi plant into the sea as early as Thursday.,The International Atomic Energy Agency (IAEA) issued a report in July 2023 confirming Fukushima’s release will have a negligible radiological effect.,"C,D",train,36.469322,-105.29969
4,bf699960-404b-4ba8-ae23-20b5bd2f65dc,Shinzo Abe was pronounced dead at 5:03 p.m.,Shinzo Abe became the youngest prime minister in postwar Japan in 2006.,Shinzo Abe became the deputy chief cabinet secretary in the early 2000s.,A man fired twice at Shinzo Abe.,Social media companies removed harmful content.,C,train,-80.95683,4.7343116
10,83caae68-0d59-4865-b73b-2aac66756dbe,The US Senate will likely vote on Wednesday on a bill to halt Trump’s tariffs on Canadian imports.,"President Trump announced a new tariff system on Wednesday, substituting America's longstanding import tax system.","The White House did not apply tariffs to Russia, North Korea, Cuba, and Belarus.",President Trump placed 25% tariffs on imports from Canada.,President Trump placed 25% tariffs on imports from Canada.,"A,C,D",train,17.018736,-38.73102
33,491fe8ac-85fd-4da6-af81-052c6d9150ce,Amazonas state in Brazil declared a state of emergency due to the fires.,"Thousands of fires burned in the Amazon rainforest in Brazil in 2019, particularly affecting Roraima, Acre, Rondônia, and Amazonas states.",Dozens of fires scorched and are spreading across large swaths of the Amazon.,"President Bolsonaro announced a 60-day ban on setting fires for land clearing and deployed 44,000 soldiers to seven states.",Brazilian authorities are investigating 70 farmers and land grabbers in Pará for allegedly organizing an August 10 'Day of Fire.',"A,B",train,-83.19934,-67.40471
18,9d90b624-0652-491c-bd03-99e9e481bca2,Trade controls forced Chinese researchers to use freely available tools creatively.,"In November 2023, DeepSeek launched DeepSeek LLM.",The U.S. government limits sales of powerful chips to China.,The launch of DeepSeek caused the loss of close to $1 trillion off global stock markets.,"DeepSeek-R1 achieved a Pass@1 score of 97.3% on MATH-500, surpassing OpenAI’s o1.",B,train,93.46026,0.924434
8,25fc3d23-d540-47ee-bbdb-161313a03a2b,"By April 3, 2025, the death toll from the earthquake reached 4,390 in Myanmar, with over 5,490 injured.",The earthquake caused significant damage and displacement across Myanmar.,The earthquake caused the collapse of the Old Sagaing Bridge and several buildings.,The earthquake caused the collapse of the Old Sagaing Bridge and several buildings.,"A high-rise under construction collapsed in Bangkok, Thailand, causing casualties.","A,B,C",train,-39.232056,-56.36962
28,14c902a3-994e-4f28-93c9-a39e6ae639fb,Prigozhin negotiated his exit and called off his march on Moscow on Saturday afternoon.,Russian military helicopters opened fire on the Wagner convoy.,Yevgeny Prigozhin recruited Deputy Defense Minister Mikhail Mizintsev in April.,Putin delivered a televised address accusing Prigozhin of treason.,Belarusian President Alexander Lukashenko brokered a deal for Prigozhin to leave Russia.,D,train,-95.59261,29.724049
2,91e209a3-fa77-4790-9ae8-6ccba0176d79,"Lockdowns obstructed agricultural flow, resulting in hiked food prices, food shortages, malnutrition, and deaths.",COVID-19 forced countries into lockdown.,"The World Health Organization (WHO) officially declared the situation a pandemic on March 11, 2020.",The United States indicted Nicolás Maduro with narco-terrorism and other serious charges on March 26.,"The healthcare system shifted attention to COVID-19 patients, disrupting services for other medical conditions and resulting in many deaths.",A,train,3.450836,-60.822365
20,175340d1-fe62-4550-912e-1e7513b2a142,Prime Minister Hassan Diab and his government resigned following the explosion.,"A fire broke out at Warehouse 12 at the Port of Beirut on August 4, reportedly started by welding work.","The explosion destroyed medicines, vaccines, personal protective equipment, and damaged primary health care centers, hospitals, warehouses, and a grain silo.","A colossal explosion occurred at the Port of Beirut on August 4, killing at least 200 people and injuring around 5,000.",The Cabinet ordered those involved in storing the ammonium nitrate at the port to be placed under house arrest.,"B,C",train,-14.806608,75.5545
1,79aa1059-fa89-46e0-a6cf-8e54d82f1d74,Over three million Brits called for a do-over.,Prime Minister David Cameron pledged a referendum on EU membership in 2013.,The Conservative Party won the election.,The referendum date was set in February.,The UK voted to leave the EU in a June 23 referendum.,D,train,49.35703,-7.77726
7,a6a92393-3f30-4a8e-9247-12c7452eaaa0,Opposition legislators filed an impeachment motion against President Yoon on Wednesday.,President Yoon Suk Yeol declared martial law on December 3 and sent soldiers to parliament.,Baek Jae Gil performed his protest anthem for thousands outside the National Assembly in Seoul.,Lawmakers at the National Assembly unanimously annulled martial law.,Tens of thousands of protesters gathered outside the National Assembly in Seoul.,"A,C",train,-37.088318,55.396954
30,c8219bb1-990c-4129-8085-da8e141ac952,The city fires all four officers.,"George Floyd died on May 25, 2020, in Minneapolis under the knee of a White police officer.","Derek Chauvin keeps his knee on George Floyd's neck for over eight minutes, including after Floyd becomes unconscious, until EMTs intervene.",Two Cup Foods employees confront George Floyd about using a counterfeit bill.,"Officials in Hennepin County ruled Floyd’s death a homicide on June 1, 2020.","A,B",train,-60.01899,-16.735765
15,8317a478-5d61-439b-b96c-f2651d599dd8,"GPT-4 was released on March 14, 2023, and integrated into ChatGPT.",OpenAI trained InstructGPT to produce less toxic text.,Human judges scored the initial model’s responses.,None of the others are correct causes.,The reinforcement learning algorithm trained the final version of ChatGPT to produce high-scoring responses.,C,train,83.908646,37.16341
19,c3c6d06e-6927-42cc-8dd0-1dfe2b497ae1,Over 2 million Texas residents were left without electricity.,Outdoor temperatures plunged to arctic levels.,"San Antonio Mayor Ron Nirenberg and Bexar County Judge Wolff issued a joint declaration urging precautions, travel limits, and energy conservation, activating emergency management plans.","ERCOT initiated rolling outages, leaving millions of Texans without power.","A major winter storm hit a large part of the United States on Monday, bringing heavy snow and cold temperatures.","A,C,D",train,4.20706,-93.82986
21,c529bd87-3294-4559-a63c-d8893dc027a8,International leaders and organizations condemned the military takeover in Myanmar.,"Myanmar’s military seized power on February 1, beginning a coup.","Myanmar’s military seized power on February 1, beginning a coup.",The election commission denied widespread voter fraud.,"Myanmar’s military seized power on February 1, beginning a coup.","A,B,D",train,-67.64164,-49.857365
35,1a97077d-9ae4-4074-a2e7-8166cae32451,The Swiss government ordered Credit Suisse to temporarily suspend bonus payments to staff.,Credit Suisse shareholders will receive one UBS share for every 22.48 Credit Suisse shares.,Credit Suisse announced material weaknesses in its financial reporting.,"Credit Suisse experienced major financial losses and scandals, including top executives resigning in 2020 due to a spying scandal, a court finding of failed money laundering prevention, and a loss of over 7 billion Swiss francs in 2022.",Credit Suisse's board rebuffed the proposal from UBS.,C,train,89.65322,-65.04315
30,344444ad-be30-4c7d-8a6e-026257eb27d7,"The Los Angeles Mayor agreed to increase the LAPD budget cut to $150 million, to be redistributed to non-profit agencies.",Cup Foods employees call police and report George Floyd used fake bills and was drunk/uncontrolled.,"Derek Chauvin keeps his knee on George Floyd's neck for over eight minutes, including after Floyd becomes unconscious, until EMTs intervene.","The Secret Service rushed President Trump and his family to a bunker after unrest outside the White House on May 29, 2020.",None of the others are correct causes.,D,train,34.765614,-9.274234
22,7f082a85-d3a5-4498-b155-cb7a9b05a132,Iraqi caretaker Prime Minister Adel Abdul Mahdi condemned the US air raid as a violation of Iraq’s sovereignty.,"During the 1980s Iran-Iraq War, Muhandis fought on the side of Iran.",Iran’s supreme leader Ayatollah Ali Khamenei warned the US of retaliation following Soleimani’s killing.,US President Donald Trump ordered the assassination of Iranian General Qassem Soleimani.,"After 2006, Muhandis founded Kataib Hezbollah.",C,train,-27.390911,103.655975
35,eee89558-4e62-4d71-b905-a3156ab6ac04,Swiss officials brokered an emergency takeover of Credit Suisse by UBS Group AG.,Saudi National Bank stated it would not increase funding to Credit Suisse.,UBS offered to buy Credit Suisse for approximately $1 billion.,Credit Suisse stock prices dropped.,Credit Suisse customers withdrew over $133 billion in 2022.,"A,C,D",train,93.778946,-55.559788
23,b8791ce9-5380-4fc5-a192-f3c0c3b05b96,TEPCO began releasing the first batch of treated radioactive water into the Pacific Ocean.,The Chinese government criticized Japan’s plan to release wastewater.,The International Atomic Energy Agency (IAEA) issued a report in July 2023 confirming Fukushima’s release will have a negligible radiological effect.,South Korea banned seafood imports from the Fukushima area.,The International Atomic Energy Agency (IAEA) issued a report in July 2023 confirming Fukushima’s release will have a negligible radiological effect.,"B,D",train,36.469322,-105.29969
5,fbe18e22-73bf-43e0-8b7d-9d42a44a1364,"On December 20, Musk confirmed he will step down as CEO upon finding a replacement and will manage software/servers teams.","Musk issued an ultimatum requiring employees to work ""extremely hardcore"" or resign, leading to approximately 1,200 employee resignations.","On December 18, Musk ran a Twitter poll asking if he should step down as CEO, with a majority voting yes.","On November 10, Musk stated bankruptcy was possible for Twitter if it didn't increase revenue.",Twitter sued Elon Musk to force the acquisition.,B,train,56.63618,65.79673
5,d538fcf8-603e-483f-a4e4-07d7ab216049,Elon Musk completed his $44 billion takeover of Twitter.,The Delaware Chancery Court ordered a Friday deadline for the Twitter acquisition deal to close in early October.,Elon Musk entered Twitter headquarters.,The Delaware Chancery Court ordered a Friday deadline for the Twitter acquisition deal to close in early October.,Elon Musk changed his profile to ‘Chief Twit’.,"A,C",train,53.119038,50.510334
21,e4e4047c-d8dc-4b4f-8540-71eebcffe4d1,The army announced power was handed to commander-in-chief Min Aung Hlaing and declared a national state of emergency for one year.,The election commission denied widespread voter fraud.,China’s foreign minister Wang Yi visited Myanmar less than three weeks before the military coup.,The military detained Aung San Suu Kyi and other top government figures.,"Myanmar’s military seized power on February 1, beginning a coup.","A,C,D",train,-95.32721,-32.255592
16,4d7edec9-7a9e-4455-a5f9-6440263da59d,Nvidia set a new company revenue record.,"Nvidia released its first-quarter earnings report, estimating $11 billion in second-quarter sales and reporting $1.09 earnings per share.","Nvidia shares surged 24% to a record high, triggering a stock rally for Nvidia and other AI-adjacent businesses.",Nvidia reported a 101% year-over-year increase in quarterly revenue.,Jensen Huang took Nvidia public on Nasdaq in 1999.,C,train,76.003716,1.5947907
28,52b55dde-d6bd-4358-8548-1fc4ae6769df,Prigozhin negotiated his exit and called off his march on Moscow on Saturday afternoon.,Belarusian President Alexander Lukashenko brokered a deal for Prigozhin to leave Russia.,Russian military helicopters opened fire on the Wagner convoy.,Wagner forces advanced towards Moscow with a column of armored vehicles.,Putin delivered a televised address accusing Prigozhin of treason.,"A,C",train,-95.59261,29.724049
1,c4d7f7b9-3bd4-45b0-908d-8544f11e7220,Sinn Fein called for a referendum on Irish unity.,The United Kingdom held a referendum on June 23.,Nicola Sturgeon stated the Scottish government would prepare legislation for a new independence referendum.,The UK voted to leave the EU in a June 23 referendum.,Cameron's attempt to renegotiate the U.K.'s EU membership terms failed.,"A,C",train,21.73743,15.712256
29,f7cfc548-4406-45c8-bd32-49881ce50f01,"The U.S. Congress defined legal requirements for stablecoins, including HQLA, one-for-one backing, and audits.","In January 2025, the US issued an executive order promoting stablecoins and prohibiting central bank digital currencies.","In 2024, the European Union adopted its Markets in Crypto-Assets (MiCA) regulation.",Coinbase introduced its Coinbase Payments platform enabling merchants to accept USDC stablecoin payments.,None of the others are correct causes.,D,train,95.10543,-21.336512
14,26835e5d-3513-451b-aba3-64f45f085d09,"On January 20, 2025, President Donald Trump sought to delay enforcement of the 2024 law banning TikTok distribution, intending to work out a divestment deal.",ByteDance stepped up efforts to separate its social media app TikTok from its Chinese operations.,ByteDance acquired Musical.ly in 2017 and rebranded it as TikTok.,"In April 2024, Congress passed a law requiring ByteDance to divest TikTok by early 2025 or face a ban on U.S. app store distribution.","In April 2024, Congress passed a law requiring ByteDance to divest TikTok by early 2025 or face a ban on U.S. app store distribution.","C,D",train,55.55486,10.23327
21,bc70cedd-bd01-4276-86d1-9a2ac870ab60,Vice President Myint Swe was installed as acting President.,"Myanmar’s military seized power on February 1, beginning a coup.",The army announced power was handed to commander-in-chief Min Aung Hlaing and declared a national state of emergency for one year.,China’s foreign minister Wang Yi visited Myanmar less than three weeks before the military coup.,Aung San Suu Kyi led her party to landslide victories in 2015 and on November 8.,"A,B",train,22.714777,99.11337
21,3451c86b-2112-4cca-8d48-dc5b71e85803,Doctors at several hospitals pledged to go on strike to protest the coup.,Myanmar’s military government removed 24 ministers and deputies and appointed 11 replacements.,"The military repeatedly disputed the election results, alleging fraud and calling on the election commission to release polling data.","Myanmar’s military seized power on February 1, beginning a coup.","In November 2020, the NLD won a resounding parliamentary election victory, awarding Aung San Suu Kyi a second term.","A,C",train,-11.679466,-19.831379
29,a4356a75-bab2-47f7-b67c-c9dc3a2cc84e,"The U.S. Congress defined legal requirements for stablecoins, including HQLA, one-for-one backing, and audits.","Circle debuted on the NYSE as CRCL, opening at $69 after shares were priced at $31.",President Donald Trump pardoned Ross Ulbricht.,"On May 20, 2025, the Senate voted 66-32 to advance a modified version of the GENIUS Act.","Fiserv announced plans to roll out a new blockchain-based digital asset platform anchored by a U.S. dollar-pegged stablecoin, FIUSD.",C,train,95.10543,-21.336512
4,9720543d-8cc0-45a0-b11e-2d909c2ad7d3,World leaders expressed shock and condemned the murder.,Social media companies removed harmful content.,Shinzo Abe became the deputy chief cabinet secretary in the early 2000s.,Shinzo Abe reinterpreted Japan's constitution in 2014.,Shinzo Abe was pronounced dead at 5:03 p.m.,D,train,-34.67912,28.252062
35,a12fbf3a-80c2-4f22-b03c-56c1a80c796f,The Swiss National Bank pledged a loan of up to 100 billion Swiss francs to support the takeover.,Credit Suisse shareholders will receive one UBS share for every 22.48 Credit Suisse shares.,Credit Suisse stock prices dropped.,UBS agreed to acquire Credit Suisse for 3 billion Swiss francs.,Credit Suisse stock prices dropped.,"B,C,D",train,80.77752,-63.258785
35,79bcbeed-d726-41c7-8714-883720c2c9ab,The chairmen of Credit Suisse and UBS announced a union on March 19th in Bern.,"Credit Suisse experienced major financial losses and scandals, including top executives resigning in 2020 due to a spying scandal, a court finding of failed money laundering prevention, and a loss of over 7 billion Swiss francs in 2022.",Credit Suisse shareholders will receive one UBS share for every 22.48 Credit Suisse shares.,Saudi National Bank stated it would not increase funding to Credit Suisse.,Credit Suisse customers withdrew over $133 billion in 2022.,"A,D",train,101.22747,-66.132545
21,eb4a0736-eaf6-4118-8192-fe971b7fa9a3,Doctors at several hospitals pledged to go on strike to protest the coup.,Myanmar’s military government removed 24 ministers and deputies and appointed 11 replacements.,The army announced power was handed to commander-in-chief Min Aung Hlaing and declared a national state of emergency for one year.,"The military repeatedly disputed the election results, alleging fraud and calling on the election commission to release polling data.",The election commission denied widespread voter fraud.,"A,B",train,-11.679466,-19.831379
4,afd6f19e-3e72-4345-973d-91e8dd671af1,Shinzo Abe visited Jerusalem in 2018.,Shinzo Abe offered to host a peace summit in 2017.,Shinzo Abe promoted the Quadrilateral Security Dialogue (Quad).,None of the others are correct causes.,Shinzo Abe returned to office in 2012 and later became the longest-serving prime minister.,C,train,-83.94666,12.266554
19,a8153c82-f1bf-4928-a8e2-bfbb0237a7c7,Over 2 million Texas residents were left without electricity.,"A major winter storm hit a large part of the United States on Monday, bringing heavy snow and cold temperatures.","ERCOT officials acknowledged ""pretty frigid temperatures"" were headed to Texas during a board meeting.",Texas Gov. Greg Abbott issued a disaster declaration in all 254 counties.,"San Antonio Mayor Ron Nirenberg and Bexar County Judge Wolff issued a joint declaration urging precautions, travel limits, and energy conservation, activating emergency management plans.",A,train,4.20706,-93.82986
29,b430be91-f9cb-4ab9-ba44-0528d11d2998,"Fiserv announced plans to roll out a new blockchain-based digital asset platform anchored by a U.S. dollar-pegged stablecoin, FIUSD.","On May 20, 2025, the Senate voted 66-32 to advance a modified version of the GENIUS Act.","In 2024, the European Union adopted its Markets in Crypto-Assets (MiCA) regulation.","On June 17, 2025, the U.S. Senate passed the GENIUS Act.","In November 2022, the FTX exchange failed.",C,train,100.924545,-12.9228
10,82b2dc7c-3beb-4852-bf27-e1f563b33f89,"The new 10% tariffs will go into effect on Saturday, and reciprocal rates next Wednesday.",Ontario placed a 25% tax on electricity exports to the U.S.,President Trump reversed his plan to raise tariffs on Canadian steel and aluminum imports.,Trump and Canadian Prime Minister Mark Carney had a call last week.,Trump announced tariffs on Chinese goods and any country buying oil from Venezuela.,D,train,31.80687,-55.914852
10,155ce405-0c86-4eaf-b4e5-5d031ae8235a,The tariff announcement triggered a global meltdown in stock markets.,Trump announced tariffs on Chinese goods and any country buying oil from Venezuela.,Ontario placed a 25% tax on electricity exports to the U.S.,"President Trump announced a new tariff system on Wednesday, substituting America's longstanding import tax system.",President Trump announced a plan to impose additional 25% tariffs on Canadian steel and aluminum imports.,"A,C",train,44.517143,-45.11786
28,5b233fd7-de20-46ec-bdc1-75e5332ed64d,Russian military helicopters opened fire on the Wagner convoy.,Wagner forces advanced towards Moscow with a column of armored vehicles.,Wagner forces seized control of the military headquarters in Rostov-on-Don.,Yevgeny Prigozhin recruited Deputy Defense Minister Mikhail Mizintsev in April.,"The Russian Defense Ministry ordered all mercenary groups, including Wagner, to report to central military command by July 1.","A,B",train,-101.487816,8.65122
28,137b52e4-fe72-4833-8aa2-538d007d1ff3,"Wagner troops withdrew from Rostov, the Lipetsk region, and Moscow.",Prigozhin accused Defense Minister Sergei Shoigu of withholding ammunition and weapons from Wagner fighters in Ukraine.,Prigozhin negotiated his exit and called off his march on Moscow on Saturday afternoon.,Putin delivered a televised address accusing Prigozhin of treason.,Prigozhin negotiated his exit and called off his march on Moscow on Saturday afternoon.,"B,D",train,-108.79621,22.7109
25,2fa2bb6c-6673-44b7-99a2-96eca7dbe4b4,French Interior Minister Christophe Castaner blamed the clashes on far-right extremists infiltrating demonstrations.,"130 people were arrested across France, including 42 in Paris.","On November 26, 2018, the first trials for those arrested on November 24 took place.","The Macron government announced an increase in gas taxes effective January 1, 2019.",None of the others are correct causes.,D,train,-44.280357,6.3779383
22,a026b3ad-c96b-4fdb-aa09-811f0db4e99b,The Pentagon suspended operations against ISIS in Iraq and Syria.,Iran’s supreme leader Ayatollah Ali Khamenei warned the US of retaliation following Soleimani’s killing.,"In 2007, U.S. commandos observed a convoy carrying Gen. Qassem Soleimani in northern Iraq.",US President Donald Trump ordered the assassination of Iranian General Qassem Soleimani.,The Iraqi parliament voted to expel US troops from Iraq.,"A,C",train,-10.686762,27.188837
8,a11a93a6-255a-447e-b486-76ca9d1866d0,Myanmar's ruling junta chief reported at least 144 people killed and over 732 injured.,The earthquake caused significant damage and displacement across Myanmar.,"Mandalay General Hospital became full, stopped admitting patients, and lost power and water.","A high-rise under construction collapsed in Bangkok, Thailand, causing casualties.",The earthquake caused significant damage and displacement across Myanmar.,"A,D",train,-55.27033,-47.634495
12,7de5b00c-db63-45d4-8b67-6e7e4abf0d9b,Huawei released a TV running HarmonyOS.,Huawei unveiled its Harmony operating system.,"Richard Yu announced Harmony OS at a developer conference in Dongguan, China.",Huawei denied the U.S. government's accusations and pursued legal means.,"Richard Yu announced Harmony OS at a developer conference in Dongguan, China.","A,B,D",train,122.04017,19.136484
4,1f78e9ce-9c23-4deb-9654-fe0a4cf35002,"Security arrested the suspected gunman, Tetsuya Yamagami.",A man fired twice at Shinzo Abe.,Shinzo Abe visited Jerusalem in 2018.,Shinzo Abe returned to office in 2012 and later became the longest-serving prime minister.,A man fired twice at Shinzo Abe.,"A,D",train,-67.243515,24.75295
13,9c42647f-c363-48c8-b582-8bcf60c9b123,Facebook replaced its corporate sign outside its California headquarters with one featuring the Meta logo.,Facebook changed its corporate name to Meta on October 28 at the company's annual Connect event.,Facebook introduced a new infinity-shaped corporate logo.,Facebook introduced a new infinity-shaped corporate logo.,Mark Zuckerberg announced Facebook was betting on the metaverse in July.,"A,B,C",train,60.802116,98.5224
8,7c9004c9-46da-4eda-8e8c-138bffb47282,"By April 3, 2025, the death toll from the earthquake reached 4,390 in Myanmar, with over 5,490 injured.","A M7.7 earthquake struck Myanmar on March 28, 2025, followed by a M6.7 aftershock.",The United Nations mobilized help for Myanmar on Friday.,"A M7.7 earthquake struck Myanmar on March 28, 2025, followed by a M6.7 aftershock.",The earthquake caused the collapse of the Old Sagaing Bridge and several buildings.,"A,C,D",train,-42.26926,-55.06736
25,42266b7b-f247-4bf2-8d2d-173db41f0281,"On November 24, 2018, ""yellow vest"" protestors blocked the Champs Elysées in Paris, leading to confrontations.","The Macron government announced an increase in gas taxes effective January 1, 2019.",A protester was accidentally run over and killed by a car near Lyon during demonstrations.,"The Macron government announced an increase in gas taxes effective January 1, 2019.","227 people were injured in the protests, with six severely.","A,C",train,-40.577244,3.213766
30,b9ead6cb-bb91-45bf-8f42-f078a4c3761e,"Officials in Hennepin County ruled Floyd’s death a homicide on June 1, 2020.",Video of George Floyd’s last moments circulated in May.,Two Cup Foods employees confront George Floyd about using a counterfeit bill.,"George Floyd died on May 25, 2020, in Minneapolis under the knee of a White police officer.","George Floyd died on May 25, 2020, in Minneapolis under the knee of a White police officer.","C,D",train,-46.368725,16.945753
1,c7fe3238-b125-4be4-9b5d-1ddd15b2a225,Sinn Fein called for a referendum on Irish unity.,The referendum date was set in February.,The United Kingdom held a referendum on June 23.,The Conservative Party won the election.,The UK voted to leave the EU in a June 23 referendum.,"B,D",train,23.77321,17.907839
21,5da83b1f-76be-4e3a-b9d6-028ca551a985,Doctors at several hospitals pledged to go on strike to protest the coup.,"The military repeatedly disputed the election results, alleging fraud and calling on the election commission to release polling data.","In November 2020, the NLD won a resounding parliamentary election victory, awarding Aung San Suu Kyi a second term.","Myanmar’s military seized power on February 1, beginning a coup.","Myanmar’s military seized power on February 1, beginning a coup.","C,D",train,-11.679466,-19.831379
26,d9113158-9f65-4eee-b4f9-ed6841c581a7,The ANYSO stratospheric smoke persisted for at least 15 months through March 2021.,Australia's military deployed ships and aircraft to rescue thousands trapped by fires.,"The most extreme pyroCb activity occurred on December 30, with eleven sub-events producing 25 pulses, at least 13 of which injected smoke into the lower stratosphere.",Bushfires in New South Wales and Queensland destroyed CO2-absorbing vegetation.,The fires killed at least 24 people.,B,train,-34.368237,-92.5642
12,cc3cc6aa-2b74-4fa5-8ca8-bfdbebe5a5b1,Huawei released a TV running HarmonyOS.,Huawei announced HarmonyOS will be open source.,"Richard Yu announced Harmony OS at a developer conference in Dongguan, China.","Huawei was placed on a US trade blacklist, preventing Google from supplying new Huawei devices with Android OS.",Huawei denied the U.S. government's accusations and pursued legal means.,"B,C",train,122.04017,19.136484
